618.0,552.0,652.0,562.0
652.0,562.0,652.0,562.0
652.0,562.0,652.0,562.0
652.0,562.0,652.0,562.0
652.0,562.0,682.0,565.0
682.0,565.0,682.0,565.0
682.0,565.0,682.0,565.0
682.0,565.0,714.0,560.0
714.0,560.0,714.0,560.0
714.0,560.0,714.0,560.0
714.0,560.0,714.0,560.0
714.0,560.0,748.0,542.0
748.0,542.0,748.0,542.0
748.0,542.0,748.0,542.0
748.0,542.0,748.0,542.0
748.0,542.0,765.0,524.0
765.0,524.0,765.0,524.0
765.0,524.0,765.0,524.0
765.0,524.0,778.0,500.0
778.0,500.0,778.0,500.0
778.0,500.0,778.0,500.0
778.0,500.0,778.0,500.0
778.0,500.0,787.0,481.0
787.0,481.0,787.0,481.0
787.0,481.0,787.0,481.0
787.0,481.0,792.0,449.0
792.0,449.0,792.0,449.0
792.0,449.0,792.0,449.0
792.0,449.0,795.0,399.0
795.0,399.0,795.0,399.0
795.0,399.0,795.0,399.0
795.0,399.0,784.0,254.0
784.0,254.0,784.0,254.0
784.0,254.0,784.0,254.0
784.0,254.0,784.0,254.0
784.0,254.0,770.0,159.0
770.0,159.0,770.0,159.0
770.0,159.0,770.0,159.0
770.0,159.0,762.0,114.0
762.0,114.0,762.0,114.0
762.0,114.0,762.0,114.0
762.0,114.0,750.0,90.0
750.0,90.0,750.0,90.0
750.0,90.0,750.0,90.0
750.0,90.0,750.0,90.0
750.0,90.0,725.0,56.0
725.0,56.0,725.0,56.0
725.0,56.0,725.0,56.0
725.0,56.0,690.0,31.0
690.0,31.0,690.0,31.0
690.0,31.0,690.0,31.0
690.0,31.0,690.0,31.0
690.0,31.0,653.0,21.0
653.0,21.0,653.0,21.0
653.0,21.0,653.0,21.0
653.0,21.0,620.0,20.0
620.0,20.0,620.0,20.0
620.0,20.0,620.0,20.0
620.0,20.0,620.0,20.0
620.0,20.0,620.0,20.0
620.0,20.0,588.0,27.0
588.0,27.0,588.0,27.0
588.0,27.0,588.0,27.0
588.0,27.0,588.0,27.0
588.0,27.0,588.0,27.0
588.0,27.0,557.0,44.0
557.0,44.0,557.0,44.0
557.0,44.0,557.0,44.0
557.0,44.0,557.0,44.0
557.0,44.0,530.0,67.0
530.0,67.0,530.0,67.0
530.0,67.0,530.0,67.0
530.0,67.0,506.0,110.0
506.0,110.0,506.0,110.0
506.0,110.0,506.0,110.0
506.0,110.0,506.0,110.0
506.0,110.0,506.0,110.0
506.0,110.0,501.0,142.0
501.0,142.0,501.0,142.0
501.0,142.0,501.0,142.0
501.0,142.0,502.0,175.0
502.0,175.0,502.0,175.0
502.0,175.0,502.0,175.0
502.0,175.0,502.0,175.0
502.0,175.0,512.0,207.0
512.0,207.0,512.0,207.0
512.0,207.0,512.0,207.0
512.0,207.0,532.0,237.0
532.0,237.0,532.0,237.0
532.0,237.0,532.0,237.0
532.0,237.0,532.0,237.0
532.0,237.0,545.0,267.0
545.0,267.0,545.0,267.0
545.0,267.0,545.0,267.0
538.0,366.0,550.0,306.0
550.0,305.0,551.0,286.0
551.0,286.0,545.0,267.0
632.0,434.0,652.0,357.0
652.0,357.0,661.0,297.0
661.0,297.0,661.0,297.0
661.0,297.0,661.0,297.0
661.0,297.0,661.0,297.0
661.0,297.0,653.0,246.0
653.0,246.0,653.0,246.0
653.0,246.0,621.0,174.0
621.0,174.0,621.0,174.0
621.0,174.0,621.0,174.0
621.0,174.0,611.0,157.0
611.0,157.0,611.0,157.0
611.0,157.0,611.0,157.0
611.0,157.0,611.0,145.0
611.0,145.0,611.0,145.0
611.0,145.0,611.0,145.0
611.0,145.0,611.0,145.0
611.0,145.0,614.0,146.0
614.0,146.0,623.0,134.0
623.0,134.0,636.0,130.0
636.0,130.0,636.0,130.0
636.0,130.0,636.0,130.0
636.0,130.0,638.0,131.0
641.0,132.0,650.0,142.0
650.0,142.0,650.0,142.0
650.0,142.0,650.0,142.0
650.0,142.0,650.0,142.0
650.0,142.0,654.0,142.0
654.0,142.0,654.0,142.0
654.0,142.0,654.0,142.0
654.0,142.0,659.0,154.0
659.0,154.0,659.0,154.0
659.0,154.0,659.0,154.0
659.0,154.0,678.0,293.0
678.0,293.0,678.0,293.0
678.0,293.0,678.0,293.0
678.0,293.0,678.0,293.0
678.0,293.0,686.0,372.0
686.0,372.0,686.0,372.0
686.0,372.0,686.0,372.0
686.0,372.0,686.0,372.0
686.0,372.0,686.0,422.0
686.0,422.0,686.0,422.0
686.0,422.0,686.0,422.0
686.0,422.0,683.0,424.0
683.0,424.0,683.0,424.0
683.0,424.0,683.0,424.0
683.0,424.0,682.0,441.0
682.0,441.0,682.0,441.0
682.0,441.0,682.0,441.0
682.0,441.0,676.0,450.0
676.0,450.0,676.0,450.0
676.0,450.0,676.0,450.0
676.0,450.0,672.0,452.0
672.0,452.0,672.0,452.0
672.0,452.0,672.0,452.0
672.0,452.0,663.0,449.0
663.0,449.0,663.0,449.0
663.0,449.0,663.0,449.0
663.0,449.0,663.0,449.0
663.0,449.0,658.0,450.0
658.0,450.0,632.0,435.0
473.0,454.0,144.0,202.0
143.0,199.0,139.0,204.0
139.0,203.0,133.0,198.0
133.0,198.0,133.0,198.0
133.0,198.0,133.0,198.0
133.0,198.0,125.0,196.0
125.0,196.0,125.0,196.0
125.0,196.0,125.0,196.0
125.0,196.0,120.0,200.0
120.0,200.0,120.0,200.0
120.0,200.0,120.0,200.0
120.0,200.0,120.0,200.0
120.0,200.0,117.0,213.0
117.0,213.0,117.0,213.0
117.0,213.0,117.0,213.0
117.0,213.0,117.0,220.0
117.0,220.0,117.0,220.0
117.0,220.0,117.0,220.0
117.0,220.0,117.0,220.0
117.0,219.0,114.0,225.0
114.0,225.0,118.0,247.0
118.0,247.0,136.0,271.0
136.0,271.0,159.0,289.0
159.0,289.0,192.0,305.0
192.0,305.0,254.0,325.0
254.0,325.0,271.0,335.0
271.0,335.0,286.0,356.0
286.0,356.0,297.0,375.0
297.0,375.0,297.0,414.0
297.0,414.0,294.0,430.0
294.0,430.0,296.0,433.0
296.0,433.0,289.0,446.0
289.0,446.0,289.0,446.0
289.0,446.0,289.0,451.0
289.0,451.0,290.0,456.0
290.0,456.0,298.0,462.0
298.0,462.0,298.0,462.0
298.0,462.0,313.0,466.0
313.0,466.0,313.0,466.0
313.0,466.0,320.0,468.0
320.0,468.0,358.0,472.0
358.0,472.0,358.0,472.0
361.0,472.0,437.0,467.0
437.0,467.0,437.0,467.0
437.0,467.0,437.0,467.0
437.0,467.0,475.0,455.0
348.0,470.0,366.0,472.0
